NADH,n.t1.mean,n.t2.mean,n.a1.mean,f.t1.mean,f.t2.mean,f.a1.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.mean,Group,Donor,Experiment_Date,Activation,Cell_Type
NK_act_5n,280.8489509,2394.982438,62.20560094,228.6997597,2090.668313,68.02949125,0.939050442,1087.897771,808.4075206,917.284375,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,260.3105872,2486.189043,50.58791383,189.2114596,2018.489468,70.57667553,0.872630359,1355.035477,721.5208502,691.3617021,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,301.7405923,2541.247846,60.02570615,169.9422618,1885.942538,69.86523923,0.954350223,1193.299901,684.1725805,997.1538462,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,276.9413612,2377.62794,58.56881612,192.5358293,1949.724,67.79792478,0.959274211,1148.469943,747.8106244,918.1970149,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,275.4263869,2158.088624,65.04432718,229.5806987,2057.86594,70.92552315,0.933599013,948.2115407,749.7016778,987.090604,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,281.2943811,2445.782035,62.77096491,219.8046021,2253.193368,68.97775649,0.959174316,1086.139242,837.3613632,1028.936842,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,280.5662207,2478.892872,57.59905213,189.1602362,1891.874362,68.40353883,0.960262944,1212.165468,717.5024195,850.712766,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,288.4418807,2368.904172,64.30767552,195.9555328,2079.597138,70.30196966,0.952514798,1039.865199,743.5554912,998.9965517,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,275.0028709,2152.436366,65.72301321,223.135867,2144.66955,69.19508559,0.929647199,930.2890798,806.0817325,948.5225225,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,274.2006324,2273.310539,63.33300539,209.3722029,2143.354755,72.13367941,0.963157394,1014.291771,727.896559,748.245098,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,291.5080304,2348.175692,59.47794077,182.553525,2071.504,70.30473,0.945413088,1128.621883,735.519331,896.4576923,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,305.0111472,2428.932791,61.75679203,169.2453535,1921.569867,71.27161628,0.94130634,1122.610263,666.7199201,970.3687708,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,278.4741761,2272.827452,62.3224672,181.0496347,2113.53035,68.77777038,0.948759026,1035.351993,774.0612959,999.6592357,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,251.1675084,2530.131517,53.94323427,178.536107,1982.886854,68.31265056,0.94629625,1301.136166,740.9171038,902.8033708,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,276.7392394,2409.135443,61.82205413,205.8996477,2078.583517,68.82615382,0.941421485,1093.136403,778.5313818,918.8042813,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,275.573682,2360.017828,61.3150161,189.5058223,2063.565243,68.03271981,0.966964222,1084.536381,775.6282777,827.9400749,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,290.6729193,2304.454575,66.77249967,240.2807536,2234.79085,68.43010327,0.941931255,967.6098242,859.1457443,925.4771242,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,288.462178,2237.06888,64.0350392,188.7884278,2014.59932,70.0964496,0.952225408,996.1139685,726.121951,1014.996,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,280.6755429,2350.253321,62.965875,218.9887904,2190.450821,69.63049179,0.956003128,1051.836222,805.6646136,755.3214286,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,258.0209969,2198.960714,64.0273375,156.0425493,1666.150397,71.87688241,0.963681083,966.3947671,558.7636178,770.6651786,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,288.1639265,2398.684478,60.24031231,212.2987045,2078.609104,67.89985784,0.938220168,1127.771716,802.6396595,940.2462687,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,263.4598523,2357.081376,57.73404799,204.8439386,1985.152047,68.64942215,0.944892325,1150.662315,752.2589336,929.4362416,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,280.2234063,2279.643474,62.46789316,225.3104784,2097.465,67.69568579,0.926376893,1038.332769,823.4121088,799.9578947,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,286.4892789,2290.725718,62.40748768,196.6758894,2074.594545,69.01524194,0.938822428,1045.658098,768.8725027,907.4516129,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,185.5798739,2312.460435,58.18483913,158.7541435,1560.271739,68.92382174,0.904976975,1074.035222,592.9320033,527.2608696,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,287.0011081,2432.033305,59.93436653,212.7834034,2092.534237,67.564275,0.967079844,1146.413634,795.2498185,783.8305085,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,295.4192617,2510.655708,61.46076792,188.4042388,2042.660958,69.16066708,0.939257461,1152.169024,752.373259,1054.445833,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,305.5801574,2261.939444,62.99105278,183.1592796,1963.23963,68.35192037,0.933962146,1031.220841,742.9680705,844.5555556,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,287.0986787,2237.435311,65.68647803,236.1910866,2280.847967,70.53642066,0.956249155,967.0620394,827.9918815,890.3409836,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,295.7364988,2374.432853,62.91522,213.0329776,2281.161265,72.27265382,0.959990289,1068.28001,774.394389,901.1205882,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,295.4843744,2451.995507,63.96327974,206.4543571,1909.076652,67.12011233,0.936843168,1072.266615,754.9338422,1034.872247,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,268.714002,2478.947843,59.98530175,205.4434262,1971.545977,66.18046429,0.949738082,1154.132384,789.1593619,1008.177843,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,281.0203511,2306.433723,61.41340426,201.1589386,2082.050213,69.55696915,0.922851066,1062.518736,770.332861,847.4308511,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,285.7135161,2333.330609,65.1928587,210.8574879,2071.245957,67.39819087,0.946401323,1000.232867,808.408861,926.573913,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,296.9574065,2412.227805,63.1486748,248.5781565,2026.083415,68.48132642,0.911327651,1081.474319,798.1290101,858.1382114,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,283.2664923,2383.673935,59.82512,213.4552365,2224.396129,69.64980877,0.954755331,1126.975891,807.7988388,903.1903226,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,294.0665607,2369.582623,61.20049967,227.7543948,1993.515377,66.28645475,0.948728467,1105.980793,811.1725913,861.7836066,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,279.6343346,2330.835274,64.03583376,211.1082371,2254.286793,72.63962236,0.965949287,1020.821869,756.8475111,874.0295359,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,268.9727474,2455.238512,57.93344837,196.7353442,2195.258326,73.99085349,0.971356214,1188.839719,696.5346292,871.7023256,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,231.0527326,2658.209167,50.51503514,143.8980653,1953.019139,66.68622854,0.960645275,1430.994743,727.1818548,643.8055556,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,297.286,2555.357686,58.55592941,178.1908251,2254.129922,71.44894118,0.951447547,1233.628811,756.280293,919.1764706,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,261.5420026,2681.413636,51.29777403,186.1316299,2151.288026,67.21191818,0.932072002,1435.23612,822.689753,677.361039,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,289.097,2368.526328,63.47496131,152.7446311,2006.108787,73.32618393,0.963742884,1052.590201,644.3838016,912.1180328,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,276.3091084,2287.070252,64.79597143,191.2842815,1976.082143,68.56020588,0.930080705,985.4769984,746.9313464,936.5,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,284.7345247,2150.545802,69.19442346,199.7125716,2080.562716,69.5500742,0.921504189,857.9048349,761.0181787,930.1049383,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,270.7704681,2279.428148,64.43478519,206.7468107,2032.077037,68.35596259,0.927060918,989.9692567,774.7960377,999.5481481,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,299.8370167,2316.727778,63.48949389,186.8309067,2244.065,72.54135833,0.962206574,1037.432472,734.7983987,754.6388889,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,282.3303863,2332.973583,64.04059097,192.2517948,2064.35086,68.84550427,0.967489849,1025.248133,705.9885223,783.9034268,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,267.899961,2446.051136,55.21955227,196.0128551,2161.140682,71.20630649,0.961998882,1241.775969,747.2004031,741.012987,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,282.8732278,2360.956178,61.22593938,178.3024105,1989.734517,67.50741853,0.960555596,1090.850081,756.1604668,1027.138996,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,236.1455297,2671.326712,55.42147838,168.2732275,1908.439595,68.94935676,0.927441775,1324.692041,701.1165524,833.027027,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,349.6513862,2563.423145,58.81887044,172.9916229,1995.511321,69.58561824,0.936540663,1267.573975,711.281729,684.2075472,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,304.4305603,2536.616853,62.55373362,210.8325388,2213.622845,69.91455129,0.955093211,1141.092378,803.5165396,1049.431034,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,300.379336,2382.369685,63.94011084,214.7135738,2075.853077,68.44677937,0.951344053,1055.366703,790.6451161,1072.132867,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,295.2425779,2564.639217,57.47023917,259.5485507,2268.431982,71.16284055,0.966661427,1257.707435,818.6717874,856.7235023,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,277.0693901,2350.282759,61.28333054,226.6228448,2157.068276,67.44833695,0.941277268,1081.082001,844.1132973,1040.206897,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,283.7467468,2386.274979,62.88717046,196.9463249,2018.342068,71.38943629,0.956670483,1066.638387,697.6428207,953.9915612,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,287.1000051,2296.877658,62.23053133,251.5663186,2157.912911,70.92131677,0.952655494,1056.013147,785.090418,834.7468354,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,272.0071917,1972.659148,70.74758273,268.6179918,2130.713163,68.39847835,0.943199215,782.3263038,832.6093328,943.7737226,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,300.0168761,2311.642009,64.18639444,197.1434748,2012.454444,68.45999103,0.939196018,1024.975232,760.995499,752.1025641,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,313.7203519,2361.319644,69.15940401,213.2971857,2298.739354,70.20117182,0.972305935,948.2090821,810.7127794,948.2182628,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,290.4848172,2356.244086,62.88533817,181.5635034,2061.259624,72.82511183,0.955533749,1059.274217,687.6850252,1028.752688,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,278.9887511,2358.252068,63.06271983,197.7537789,2050.974726,68.92242194,0.945331183,1048.531392,762.8823818,1068.004219,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,298.2447793,2446.437438,64.00286612,250.4514793,2094.739174,65.92353471,0.883176379,1077.098129,859.8057561,724.4297521,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,234.4281912,2605.087941,50.64410706,188.3926041,2118.463294,66.86433176,0.925187205,1398.626028,821.1914357,769.3529412,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,291.9235944,2459.148586,62.16330152,257.0538165,2250.454192,70.90339747,0.958038219,1109.994063,816.7609864,741.5858586,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,277.6445952,2216.954762,63.73126587,198.0097474,2058.589444,67.87629841,0.96049935,984.4945026,777.1850008,935.1865079,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,299.087614,2291.198,64.85472233,187.1926133,2063.423535,69.13363581,0.965697163,999.9735995,754.8239116,913.5674419,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,299.1921533,2440.181379,63.4977249,274.0668467,2250.637586,70.47902835,0.925264922,1079.30797,847.8416818,1072.344828,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,289.4256576,2455.1514,57.1598496,207.638124,2033.78608,68.13871,0.92980728,1213.949978,776.9354321,752.376,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,356.4483667,2654.166333,54.62617333,157.6101693,1773.593,67.22648,0.967102782,1390.7066,678.2029631,507.3,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,287.7881095,2134.935672,63.02434129,226.9454667,2258.221194,72.99443284,0.963155341,973.5874946,763.3080442,884.9253731,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,298.5978012,2360.335863,62.05330923,192.3919324,2018.473851,68.32709851,0.960214037,1094.039049,739.0011366,756.6220238,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,273.4482597,2247.298721,64.28880814,228.3916798,2062.982209,68.89561279,0.934629345,981.9483973,793.1374063,1022.98062,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,264.3129707,2355.788585,58.74528976,185.7450278,2081.553366,71.40322244,0.944926891,1130.810212,723.1663233,801.8439024,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,295.0284769,2456.57993,56.41082133,215.6274545,2162.39521,68.76107762,0.924326878,1235.987038,813.5507654,791.0874126,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,300.6492355,2342.519908,62.31872661,189.3260544,1929.110795,67.29896422,0.949580766,1081.60708,751.9107974,944.5107034,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,282.511261,2399.011616,62.08423384,209.2617373,2096.291336,70.35730539,0.960094561,1088.999519,753.6313315,863.7198276,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,296.4836337,2375.956049,63.80415021,192.4321136,2056.180535,68.29029053,0.93153146,1050.689923,777.5600338,988.5185185,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,299.3085151,2544.332771,57.1536494,168.1575699,2001.826024,74.11307108,0.967761425,1257.214577,627.7512723,630.8795181,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,267.8430321,2269.141337,58.96329947,179.2752246,1947.32385,68.33498663,0.925484004,1091.268442,738.3333002,1214.240642,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,272.9824058,2412.73337,59.52443116,194.1116475,2073.523225,69.51649058,0.956680732,1141.017927,759.6504087,872.2065217,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,296.9846824,2338.193648,65.86388455,205.2779871,2156.234807,69.22478584,0.958492179,998.3101156,788.7318455,985.1716738,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,291.2040373,2234.012407,66.56621992,246.9746282,2151.229046,66.00473402,0.940667107,944.3735378,880.9710819,1017.655602,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,279.334694,2323.533333,62.02986225,183.1306594,1884.899719,69.58188635,0.959481508,1062.310718,691.710832,843.2248996,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,282.4942405,2450.031207,57.79107155,200.9064836,2112.688218,69.92447471,0.962312932,1200.98025,759.2480681,873.066092,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,288.7930802,2427.268327,63.09091597,215.3238662,2083.99251,66.50095513,0.950260986,1083.010748,828.8247071,963.2889734,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,303.7517674,2687.740573,55.37728509,194.5871461,2123.373142,70.54428372,0.957144044,1360.226499,751.4942322,941.9288991,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,261.8672434,2323.055841,63.04869336,228.4405513,2126.451239,67.84150841,0.91673507,1024.704375,830.9366525,948.0132743,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,283.0782237,2413.225,61.51152434,213.0568934,2162.597368,69.21902697,0.934800083,1103.120924,809.1575553,1049.184211,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,303.2121489,2421.132128,63.04561915,232.2444665,2094.837979,69.36700532,0.918872924,1089.125578,797.0580725,1017.409574,Activated,M,20221101,CD69+,NK-Cells
NK_act_5n,305.4861803,2250.997705,63.18956066,193.096359,2099.737541,68.91010656,0.96135424,1020.977557,778.8982338,1016.278689,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,297.5349715,2401.70732,68.73050749,208.2009744,2180.415331,68.10539654,0.970154754,959.8354031,812.981298,1058.994236,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,284.5351616,2571.012326,59.13818062,175.7852504,1893.212907,70.29440078,0.95124203,1217.583323,680.5895096,1118.375969,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,296.7268621,2535.149034,59.37554552,187.8082538,1887.083517,71.23762069,0.937597491,1208.58328,676.0991923,866.0482759,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,274.4870576,2562.523058,61.63943884,199.4075358,2094.402645,67.82254022,0.932211722,1149.00519,804.0902506,1091.311295,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,276.607542,2549.003073,59.68624927,198.4431873,2074.050976,69.31946293,0.936413003,1191.538716,769.9196143,932.5756098,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,286.2575393,2220.581579,65.95385845,207.407568,2113.602936,69.70174155,0.954656377,962.0357341,773.7737194,975.7562327,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,264.4526657,2425.239606,62.20237216,197.6281457,2077.521879,68.98092251,0.935025138,1082.465709,772.6576816,915.361949,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,278.6457816,2418.685214,62.77301538,194.0301175,2210.589487,73.66693718,0.959198924,1079.633613,712.3829234,833.1025641,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,270.8381006,2227.477989,66.00558391,186.766827,1920.273707,67.80864511,0.918269037,954.9207286,738.7320557,797.8563218,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,274.7252492,2386.61587,62.73635151,172.5308376,1975.044988,68.43212135,0.936102673,1067.166155,732.5758952,943.5962877,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,284.518528,2492.087581,61.82910968,198.1593876,2056.407554,69.26267554,0.954533481,1128.559785,758.8083546,889.905914,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,281.7794841,2517.987493,60.2723546,183.3989201,1970.723649,72.88964568,0.969106304,1174.098958,658.5936109,788.1643454,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,284.5795408,2355.459518,67.24089292,174.5737498,2075.439207,70.44246516,0.946136079,967.8795819,722.2307675,857.4872521,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,303.9685472,2395.101624,64.20628985,178.9442685,1972.388985,68.93033147,0.958477397,1071.147782,727.3222919,950.4822335,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,287.2583154,2509.196078,56.1342049,178.5703288,2043.716536,70.6887317,0.961941409,1258.926864,716.0725477,857.7254902,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,285.5671941,2623.136034,58.17900802,194.7491852,2230.062152,70.56349241,0.955860967,1262.92455,783.2675609,1193.409283,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,264.7979096,2487.812128,56.83067261,181.5624809,2019.345452,70.82113564,0.94071195,1225.223235,706.815567,940.8856383,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,293.7067318,2391.330795,60.65642887,188.8464167,2237.140335,70.78864351,0.943076059,1119.695461,784.5517092,1034.368201,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,274.6883455,2425.981434,61.2386465,179.0795593,2104.467552,69.25926119,0.933964209,1112.261222,763.1512601,956.9335664,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,307.2839607,2570.491859,63.72361257,186.1479034,2007.530628,69.04111885,0.959159404,1132.164105,742.34858,1161.387435,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,287.76216,2501.165933,60.23905667,172.7100447,1862.629267,67.896264,0.927498827,1174.360372,707.0548552,876.1333333,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,282.0524046,2535.644011,60.91509079,197.2608857,2104.966775,70.42416098,0.961678247,1161.727231,753.0039941,1079.249322,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,296.7620773,2524.320086,59.69225579,175.6044829,1983.802876,68.25927768,0.960036375,1196.509953,739.7137426,905.9957082,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,302.2726114,2473.176054,63.36788554,203.8656283,2134.571958,70.30434277,0.952743072,1104.337083,767.958649,1075.822289,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,288.7441391,2577.179446,53.66587405,200.1363598,2059.68035,71.56992828,0.962290536,1347.252445,706.8394697,701.9358601,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,277.6290212,2191.521806,64.11756528,210.3394302,1980.061354,68.12505799,0.922243418,970.8865098,766.5086125,848.6006944,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,258.4954491,2561.468025,56.87495216,178.6635049,2046.310617,71.61188642,0.956315159,1249.735368,702.98255,1167.055556,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,265.3364299,2526.772137,59.86940548,186.5792674,2127.24063,69.45466822,0.94940779,1171.688903,767.8894856,1041.071233,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,270.5902487,2563.206057,58.11391577,185.6785384,2048.976201,69.07973118,0.931116194,1227.869571,757.452846,1135.476703,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,276.4510292,2614.748185,59.86841815,184.4996142,2079.755108,70.16081538,0.944977603,1211.500487,744.1384024,1126.6,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,286.211426,2702.972012,52.79771775,174.1250899,1992.452189,67.57146923,0.916034822,1424.044586,762.4547878,1116.343195,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,265.0687609,2365.145571,62.74017826,205.8590334,2170.684103,70.79736821,0.959967624,1047.244885,769.6823816,902.7907609,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,276.1336506,2560.534018,56.69864194,191.6253364,2147.357263,70.16624062,0.950286873,1264.85249,767.4246923,975.0993377,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,296.3284631,2511.422706,58.46909255,217.6462796,2272.875255,69.86794667,0.955042213,1219.789132,821.0973352,1084.027451,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,299.7514965,2631.628873,52.78288451,196.3686021,1959.611405,68.13356257,0.964735883,1392.600423,735.5723853,627.528169,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,280.6066984,2347.125665,61.99278861,177.5383621,1992.703291,71.02340475,0.962753729,1069.752356,687.0912038,913.2689873,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,311.422494,2347.823976,64.21350181,203.5041361,2002.49,70.89151084,0.916691481,1045.968282,722.8999863,928.6144578,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,299.9905575,2528.590425,59.9700102,176.9842329,2029.183286,69.98648499,0.960846812,1195.969747,723.4916004,936.3229462,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,288.0105192,2376.999769,64.17244385,205.3076838,2036.871077,68.93328154,0.939858027,1040.960452,767.9636238,1012.611538,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,282.5627457,2353.707399,60.85828786,167.9750916,2082.308035,68.93599538,0.919673715,1098.042086,752.4834793,1016.144509,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,280.9853886,2431.506603,61.64233365,237.3726881,2200.55254,69.74539175,0.95863815,1114.131287,812.5095738,915.8920635,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,287.6694524,2131.185136,67.19633027,205.0069296,2099.816667,71.30295782,0.952904783,899.6616421,736.7733535,797.2857143,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,289.0194134,2605.539489,51.6042246,229.9321386,2275.61738,73.29548051,0.961600989,1405.027184,750.9799989,631.0766773,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,291.1805335,2230.170488,67.67621128,173.631554,1897.154604,70.63379726,0.932597946,925.5393956,675.2684503,1106.52439,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,298.0355607,2517.726706,62.20293621,180.771414,2015.25979,66.30558248,0.956033272,1142.43737,790.6707068,1058.406542,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,288.8988128,2638.487874,52.45892198,168.410161,1849.093213,72.09409275,0.94133781,1401.60456,627.6027135,663.4396135,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,266.5625634,2432.986343,57.6712375,164.2012977,1866.365611,71.0253463,0.963694134,1189.821616,643.7225689,686.3888889,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,263.0878259,2268.314866,61.52886875,193.4252752,1957.885,71.75319241,0.957685707,1044.934268,677.204359,817.9776786,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,297.3057936,2712.955816,54.47611348,214.9142528,2202.006986,68.41049113,0.955869961,1394.789752,832.9480856,1074.411348,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,277.5344458,2431.654333,59.50687,183.7253263,1987.309208,71.90225708,0.924369662,1149.204771,688.1785991,960.6333333,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,284.1561723,2716.397676,55.37939052,176.3279019,2092.373761,69.96487706,0.95004332,1363.470743,744.1336594,1078.866972,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,298.075161,2529.95822,62.04436808,240.1461619,2209.307938,70.6805839,0.959895151,1142.363454,806.1927338,1033.336158,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,287.3570063,2474.299409,58.95163425,218.220539,2143.358976,70.93025906,0.953922847,1187.861974,767.785037,829.003937,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,260.4306318,2711.373205,52.38594675,176.4947658,2158.688072,69.40790843,0.914405137,1424.779861,780.3772137,905.3373494,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,265.8543252,2363.226832,61.9874401,183.0751743,1899.527129,70.31346584,0.93799222,1064.862631,683.5273304,805.9950495,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,275.9178849,2647.622495,57.99448469,229.6871898,2250.646692,67.70907543,0.953173717,1272.095672,873.4397724,1085.973535,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,281.6913992,2460.083397,61.66334847,222.7486874,2137.587405,67.82742176,0.93755772,1116.655361,830.3711224,1091.687023,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,281.0548215,2301.143785,65.02875729,225.3817724,2185.211008,68.96091739,0.956652569,1002.587527,819.9619518,902.7723785,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,298.5678077,2453.182005,63.23740577,219.5914209,2285.534725,69.4661239,0.937472976,1091.504191,844.8039518,1195.442308,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,284.542299,2500.017073,58.1304439,262.8401073,2274.068098,71.40256634,0.955820864,1214.448101,821.9248008,790.5121951,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,271.3147347,2263.678588,62.79141221,197.817321,1988.19855,68.83499313,0.952438218,1019.951432,746.6643264,954.7824427,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,271.1948896,2568.498006,55.94228038,222.3904327,2059.27519,67.96451139,0.956775062,1282.851898,783.8305731,726.4620253,Activated,M,20221101,CD69+,NK-Cells
NK_act_6n,290.61679,2716.764947,57.17530641,189.2023918,2080.417295,69.4323847,0.953159371,1327.213091,767.7257421,1328.024911,Activated,M,20221101,CD69+,NK-Cells
